,Unnamed: 0,District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Latitude,Longitude,latitude1,longitude1,Age,gender,Year,Day,Month,Hour,Minute,Second,Level
519,519,LUCKNOW,P05062117217,C1,PS1,PHONE,Dispute,Other Dispute,26.836,81.0,26.170569519945182,81.3170945050913,8,F,2021,6,5,21,26,25,3
520,520,LUCKNOW,P05062119901,C1,PS1,PHONE,Ndps Act Offenses,Iilegal Sale,26.839,81.02600000000001,26.63346222823377,81.53613538320384,29,M,2021,6,5,23,12,6,1
521,521,LUCKNOW,P06062108057,C1,PS1,PHONE,Differently Abled People,Mad /Retarded Person,26.838,81.008,26.14711655264397,81.26425169027486,29,F,2021,6,6,12,22,59,3
522,522,LUCKNOW,P06062108230,C1,PS1,PHONE,Female Sexual Harrassment,Attempted Rape In Building Or Campus,26.835,81.008,26.17045520972372,81.45857439627586,7,F,2021,6,6,12,34,30,2
523,523,LUCKNOW,P06062119014,C1,PS1,PHONE,Unknown,Unknown,26.841,81.015,26.582802309256635,81.12248470750967,49,F,2021,6,6,21,42,37,3
524,524,LUCKNOW,P06062120042,C1,PS1,PHONE,Unknown,Unknown,26.841,81.0,26.52420445016868,81.49257937971615,27,M,2021,6,6,22,17,47,3
525,525,LUCKNOW,P06062120450,C1,PS1,PHONE,Domestic Violence,Beat Children By Familymembers,26.842,81.027,26.2863191928749,81.06523828568476,42,M,2021,6,6,22,33,48,2
526,526,LUCKNOW,P06062121175,C1,PS1,PHONE,Animals Related,Cow Carcass And Slaughtering,26.836,81.009,26.686657615824668,81.47422951026847,29,F,2021,6,6,23,3,14,3
527,527,LUCKNOW,P06062121847,C1,PS1,PHONE,Animals Related,Found Injured Animal,26.835,81.01,26.569966749745493,81.41839801703614,6,M,2021,6,6,23,36,14,3
528,528,LUCKNOW,P07062101564,C1,PS1,PHONE,Dispute,Other Dispute,26.836,81.009,26.60218961113269,81.50511148333926,29,M,2021,6,7,6,4,28,3
529,529,LUCKNOW,P07062102955,C1,PS1,PHONE,Animals Related,Found Injured Animal,26.836,81.012,26.955170623974688,81.16412617121536,13,F,2021,6,7,7,54,5,3
530,530,LUCKNOW,P07062110870,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.836,81.008,26.858960166957495,81.18080745418908,17,F,2021,6,7,16,12,32,3
531,531,LUCKNOW,P07062111258,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.839,81.02600000000001,26.589244329610462,81.59207680568052,33,F,2021,6,7,16,38,39,2
532,532,LUCKNOW,P07062111975,C1,PS1,PHONE,Threat In Person,Attack,26.845,81.02199999999999,26.97393409227051,81.52624413359631,32,F,2021,6,7,17,20,48,3
533,533,LUCKNOW,P07062118690,C1,PS1,PHONE,Threat In Person,Attack,26.838,81.009,26.99668930930888,81.59750204147227,15,F,2021,6,7,22,9,25,3
534,534,LUCKNOW,P07062118915,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,26.818,81.014,26.91661872504599,81.27247571666628,30,F,2021,6,7,22,16,51,2
535,535,LUCKNOW,P08062101403,C1,PS1,PHONE,Theft,Other Location,26.835,81.008,26.231292320357213,81.28290136001928,7,F,2021,6,8,5,21,27,3
536,536,LUCKNOW,P08062101732,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.845,81.032,26.73286615514077,81.50034712587521,30,F,2021,6,8,6,10,32,2
537,537,LUCKNOW,P08062105739,C1,PS1,PHONE,Property Disputes,Boundary Dispute,26.826,81.01100000000001,26.63017804680426,81.38916108261273,43,F,2021,6,8,10,15,38,3
538,538,LUCKNOW,P08062106528,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.846,81.045,26.410503447836277,81.66107063889505,34,M,2021,6,8,11,2,7,3
539,539,LUCKNOW,P08062108400,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,26.843000000000004,81.01,26.32843985266243,81.16124950389863,5,M,2021,6,8,13,2,49,3
540,540,LUCKNOW,P08062113152,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.848000000000003,81.027,26.57692100091783,81.00447660228986,41,F,2021,6,8,18,1,57,3
541,541,LUCKNOW,P08062113273,C1,PS1,PHONE,Dispute,Other Dispute,26.85,81.036,26.994249406743464,81.01732075327664,6,F,2021,6,8,18,8,5,3
542,542,LUCKNOW,P08062114128,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.833,81.006,26.869869771502863,81.37858263599428,16,F,2021,6,8,18,53,42,2
543,543,LUCKNOW,P08062114514,C1,PS1,PHONE,Theft,Residential Building,26.844,81.038,26.676114957046543,81.03752294375158,19,F,2021,6,8,19,11,36,3
544,544,LUCKNOW,P08062118377,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,26.834,81.01100000000001,26.809761412518547,81.00044814404244,33,F,2021,6,8,21,43,6,3
545,545,LUCKNOW,P08062120165,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.844,81.024,26.54469992667803,81.5910188354612,36,F,2021,6,8,22,46,55,3
546,546,LUCKNOW,P09062109149,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.834,81.016,26.41739600477336,81.57477742968868,29,M,2021,6,9,14,27,47,2
547,547,LUCKNOW,P09062111222,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.826,81.025,26.269136768407375,81.04033599704071,40,F,2021,6,9,16,42,3,3
548,548,LUCKNOW,P09062111682,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.834,81.01100000000001,26.85186775928388,81.62638508359544,16,M,2021,6,9,17,10,52,3
549,549,LUCKNOW,P09062114623,C1,PS1,PHONE,Dispute,Other Dispute,26.834,81.01100000000001,26.599378581839183,81.2562468805412,22,M,2021,6,9,19,44,46,3
550,550,LUCKNOW,P09062114982,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.834,81.01100000000001,26.824851500101065,81.13746809817087,37,F,2021,6,9,20,1,42,2
551,551,LUCKNOW,P09062116411,C1,PS1,PHONE,Dispute,Other Dispute,26.839,81.001,26.365397754402597,81.52499884424203,40,M,2021,6,9,21,0,32,3
552,552,LUCKNOW,P09062117061,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,26.833,81.02199999999999,26.591323474454395,81.09301536534988,46,M,2021,6,9,21,23,57,3
553,553,LUCKNOW,P09062117600,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.839,81.02600000000001,26.394162501244534,81.12545038113592,49,M,2021,6,9,21,41,24,3
554,554,LUCKNOW,P10062100506,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.835,81.008,26.140915914321933,81.26650827078194,39,F,2021,6,10,0,54,35,2
555,555,LUCKNOW,P10062101248,C1,PS1,PHONE,Theft,Residential Building,26.841,81.003,26.75581961758268,81.5396477887,32,F,2021,6,10,5,20,8,3
556,556,LUCKNOW,P10062105909,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,26.826,81.01100000000001,26.91014696692657,81.04956089637007,34,F,2021,6,10,10,58,33,2
557,557,LUCKNOW,P10062113011,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,26.844,81.04899999999999,26.602356836193454,81.42609617723913,47,M,2021,6,10,18,28,39,3
558,558,LUCKNOW,P10062113547,C1,PS1,PHONE,Dispute,With Neighbor,26.826,81.048,26.37265916936554,80.99940886937357,27,F,2021,6,10,18,56,22,3
559,559,LUCKNOW,P10062114706,C1,PS1,PHONE,Missing,Grp- Person Accident By Train ,26.83,81.013,26.96828104756437,81.3381079958576,27,F,2021,6,10,19,53,53,3
560,560,LUCKNOW,P10062116533,C1,PS1,PHONE,Accident,Crash Between Light Vehicles,26.833,80.985,26.25503006583669,81.6554468838815,5,M,2021,6,10,21,12,16,2
561,561,LUCKNOW,P10062116750,C1,PS1,PHONE,Dispute,Other Dispute,26.827,81.046,26.52410854475669,81.39896993377795,11,M,2021,6,10,21,19,43,3
562,562,LUCKNOW,P10062116995,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.823,81.016,26.65644473954668,81.24229807674796,36,M,2021,6,10,21,29,32,2
563,563,LUCKNOW,P10062118438,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,26.834,81.01100000000001,26.530099162655848,81.39349422667094,18,F,2021,6,10,22,27,53,3
564,564,LUCKNOW,P10062118934,C1,PS1,PHONE,Dispute,With Neighbor,26.834,81.048,26.70462295713924,81.43451261076356,18,M,2021,6,10,22,51,7,3
565,565,LUCKNOW,P10062119338,C1,PS1,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.826,81.01100000000001,26.934758210171605,81.10050923241143,30,F,2021,6,10,23,12,18,3
566,566,LUCKNOW,P11062101454,C1,PS1,PHONE,Found Deadbody,Male Dead Body,26.839,81.00399999999999,26.506030693548595,81.12697414247161,17,F,2021,6,11,6,22,24,1
567,567,LUCKNOW,P11062102155,C1,PS1,PHONE,Robbery,On Road,26.842,81.027,26.423106749504488,81.03665478508016,43,F,2021,6,11,7,31,46,2
568,568,LUCKNOW,P11062110066,C1,PS1,PHONE,Dispute,Other Dispute,26.848000000000003,81.045,26.229531943546277,81.5571582637293,18,F,2021,6,11,15,49,37,3
569,569,LUCKNOW,P11062112731,C1,PS1,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,26.839,81.027,26.615131300747983,81.63448846664575,7,F,2021,6,11,18,26,46,2
570,570,LUCKNOW,P11062113784,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.83,81.018,26.5813175350866,81.6386702372951,44,F,2021,6,11,19,25,16,3
571,571,LUCKNOW,P11062116727,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.834,81.016,26.759754936923603,81.49206082825977,28,F,2021,6,11,21,32,56,2
572,572,LUCKNOW,P11062118244,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.839,81.02600000000001,26.297452626200737,81.6159049783387,24,M,2021,6,11,22,29,37,2
573,573,LUCKNOW,P11062118528,C1,PS1,PHONE,Dispute,Other Dispute,26.838,80.999,26.970668946668656,81.25060578069628,46,M,2021,6,11,22,42,4,3
574,574,LUCKNOW,P11062118868,C1,PS1,PHONE,Unknown,Unknown,26.839,81.02600000000001,26.364133638375066,81.35992837644554,19,F,2021,6,11,22,58,29,3
575,575,LUCKNOW,P12062100202,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.839,81.02600000000001,26.853070427936977,81.30169352728974,22,F,2021,6,12,0,17,8,3
576,576,LUCKNOW,P12062101175,C1,PS1,PHONE,Dispute,With Neighbor,26.842,81.02199999999999,26.4219950125783,81.35888678754135,42,F,2021,6,12,4,11,7,3
577,577,LUCKNOW,P12062107250,C1,PS1,PHONE,Theft,Residential Building,26.835,81.009,26.55691741040077,81.16053493980165,14,M,2021,6,12,11,40,57,3
578,578,LUCKNOW,P12062110137,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.83,81.05199999999999,26.741440556924804,81.46289408071443,6,F,2021,6,12,14,31,3,3
579,579,LUCKNOW,P12062112416,C1,PS1,PHONE,Dispute,Other Dispute,26.839,81.02600000000001,26.93881254292741,81.166288396529,13,F,2021,6,12,16,53,15,3
580,580,LUCKNOW,P12062114984,C1,PS1,PHONE,Dispute,Other Dispute,26.846,81.03699999999999,26.66939148033113,81.00186908595317,16,M,2021,6,12,19,21,43,3
581,581,LUCKNOW,P12062118895,C1,PS1,PHONE,Threat In Person,Attack,26.842,81.033,26.311524540464237,81.20883177792713,46,M,2021,6,12,22,13,5,3
582,582,LUCKNOW,P12062120012,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.835,81.008,26.93538602622768,81.37116124045617,18,M,2021,6,12,23,8,43,2
583,583,LUCKNOW,P12062120040,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.839,81.02600000000001,26.62895371865823,81.34892616625008,15,F,2021,6,12,23,10,23,2
584,584,LUCKNOW,P13062100932,C1,PS1,PHONE,Theft,Other Location,26.837,81.008,26.30227937155588,81.28377901327801,5,M,2021,13,6,4,43,48,3
585,585,LUCKNOW,P13062102111,C1,PS1,PHONE,Dispute,Other Dispute,26.84,80.998,26.165159091089414,81.33778906308221,36,M,2021,13,6,7,35,55,3
586,586,LUCKNOW,P13062102455,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.828000000000003,81.013,26.76389186237009,81.31605739944946,14,M,2021,13,6,7,59,55,2
587,587,LUCKNOW,P13062106142,C1,PS1,PHONE,Theft,Other Location,26.826,81.01100000000001,26.54566940284467,81.36494239038794,7,F,2021,13,6,11,36,29,3
588,588,LUCKNOW,P13062110502,C1,PS1,PHONE,Gambling,Play Cards,26.841,81.02199999999999,26.60435052473933,81.38953384041508,27,F,2021,13,6,16,33,27,3
589,589,LUCKNOW,P13062112156,C1,PS1,PHONE,Unknown,Unknown,26.841,81.0,26.947795885261836,81.26594973784407,39,M,2021,13,6,18,19,22,3
590,590,LUCKNOW,P13062113437,C1,PS1,PHONE,Dispute,Other Dispute,26.85,81.051,26.590531870697784,81.00800743682292,14,F,2021,13,6,19,30,55,3
591,591,LUCKNOW,P13062117547,C1,PS1,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,26.839,81.027,26.356228231924472,81.04193906023534,7,M,2021,13,6,22,43,2,0
592,592,LUCKNOW,P14062103547,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.845,81.044,26.463149458613863,81.55603733797194,17,M,2021,14,6,9,22,54,3
593,593,LUCKNOW,P14062105055,C1,PS1,PHONE,Dispute,Other Dispute,26.825,81.015,26.4984610438624,81.3348244988803,22,F,2021,14,6,11,10,30,3
594,594,LUCKNOW,P14062105929,C1,PS1,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,26.842,81.029,26.529904588329387,81.03830981291557,22,M,2021,14,6,12,12,57,3
595,595,LUCKNOW,P14062107293,C1,PS1,PHONE,Dispute,With Neighbor,26.832,81.018,26.64935572283112,81.09877206515115,12,M,2021,14,6,13,56,46,3
596,596,LUCKNOW,P14062107456,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.833,81.028,26.67285237116173,81.28214226745858,29,M,2021,14,6,14,9,14,3
597,597,LUCKNOW,P14062111859,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,26.839,81.031,26.16273945001759,81.60036077133587,29,M,2021,14,6,19,25,43,3
598,598,LUCKNOW,P14062114273,C1,PS1,PHONE,Attempted Murder,Beaten With Lathi/Stick,26.831,81.008,26.35010803415128,81.41392695814838,25,F,2021,14,6,21,34,2,2
599,599,LUCKNOW,P14062114331,C1,PS1,PHONE,Corona,Open School/Coaching Institution/College/Office,26.839,81.01,26.15477698505491,81.11081090961054,8,M,2021,14,6,21,37,18,3
600,600,LUCKNOW,P14062115448,C1,PS1,PHONE,Property Disputes,Dispute Between Relatives,26.833,81.036,26.366271485930667,81.19543275113588,45,M,2021,14,6,22,37,40,3
601,601,LUCKNOW,P15062103834,C1,PS1,PHONE,Property Disputes,Paving Dispute,26.839,81.02600000000001,26.468104689844736,81.18931248542069,35,M,2021,15,6,10,18,7,3
602,602,LUCKNOW,P15062103869,C1,PS1,PHONE,Animals Related,Cow Carcass And Slaughtering,26.842,81.008,26.967332548314698,81.21627797731189,11,F,2021,15,6,10,21,46,3
603,603,LUCKNOW,P15062105018,C1,PS1,PHONE,Property Disputes,Boundary Dispute,26.831,81.014,26.57984512901108,81.28364707834919,8,M,2021,15,6,11,52,58,3
604,604,LUCKNOW,P15062107264,C1,PS1,PHONE,Property Disputes,Paving Dispute,26.844,81.041,26.208777484365516,81.2997223529579,46,F,2021,15,6,15,1,49,3
605,605,LUCKNOW,P15062114209,C1,PS1,PHONE,Dispute,Other Dispute,26.852,81.042,26.418001743161422,81.3193411640465,18,F,2021,15,6,22,58,59,3
606,606,LUCKNOW,P16062104088,C1,PS1,PHONE,Threat In Person,Attack,26.835,81.001,26.604845126959997,81.4066570310881,49,F,2021,16,6,10,16,25,3
607,607,LUCKNOW,P16062105061,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,26.842,81.021,26.891012813233218,81.15215099180034,18,M,2021,16,6,11,34,2,2
608,608,LUCKNOW,P16062105115,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.839,81.02600000000001,26.940560442468986,81.48645844461836,39,F,2021,16,6,11,38,10,3
609,609,LUCKNOW,P16062106276,C1,PS1,PHONE,Missing,Mobile,26.839,81.001,26.167086079485244,81.13655202670103,28,F,2021,16,6,13,8,19,3
610,610,LUCKNOW,P16062106868,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.839,81.013,26.94743331324397,81.48901379774081,37,F,2021,16,6,13,58,0,3
611,611,LUCKNOW,P16062108135,C1,PS1,WhatsApp,Animals Related,Found Injured Animal,26.84,81.025,26.32194838402437,81.25148781763784,39,F,2021,16,6,15,45,5,3
612,612,LUCKNOW,P16062110655,C1,PS1,PHONE,Theft,Residential Building,26.836,81.008,26.359876922101417,81.40931567657493,11,M,2021,16,6,18,52,33,3
613,613,LUCKNOW,P16062114173,C1,PS1,PHONE,Dispute,Dispute With Drunk Person,26.84,81.02600000000001,26.22111931160508,81.62266415238358,40,M,2021,16,6,21,59,26,3
614,614,LUCKNOW,P16062114326,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.84,81.02600000000001,26.3814022692084,81.28422899016154,30,F,2021,16,6,22,6,35,2
615,615,LUCKNOW,P16062115140,C1,PS1,PHONE,Dispute,Other Dispute,26.837,81.016,26.983453418138623,81.15937804557359,49,F,2021,16,6,22,46,40,3
616,616,LUCKNOW,P17062100394,C1,PS1,PHONE,Female Sexual Harrassment,Prostitution,26.842,81.017,26.14864956789388,81.0956709664004,12,M,2021,17,6,0,53,53,2
617,617,LUCKNOW,P17062100605,C1,PS1,PHONE,Traffic Jam,Due To Vehicle Damage,26.837,81.009,26.432533359932783,81.5100127518438,43,M,2021,17,6,1,43,52,0
618,618,LUCKNOW,P17062101471,C1,PS1,PHONE,Corona,Black Marketing Over Stocking,26.839,81.0,26.42595833125801,81.1698973905447,21,M,2021,17,6,6,46,5,3
619,619,LUCKNOW,P17062101493,C1,PS1,PHONE,Threat In Person,Attack,26.835,81.008,26.4394222950258,81.65169071586784,5,F,2021,17,6,6,49,22,3
620,620,LUCKNOW,P17062106296,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.85,81.048,26.996201222519023,81.59621163634544,23,F,2021,17,6,13,57,43,3
621,621,LUCKNOW,P17062114327,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.83,81.01899999999999,26.157168431809406,81.35943060956852,47,M,2021,17,6,23,3,49,2
622,622,LUCKNOW,P18062100399,C1,PS1,PHONE,Unknown,Unknown,26.844,81.062,26.25298311855536,81.16481454533002,48,F,2021,18,6,1,9,44,3
623,623,LUCKNOW,P18062113541,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.825,81.02600000000001,26.21014226140792,81.0653285763572,46,F,2021,18,6,22,38,6,2
624,624,LUCKNOW,P18062113561,C1,PS1,PHONE,Unknown,Unknown,26.847,81.054,26.32772471049529,81.65173745893959,13,M,2021,18,6,22,39,42,3
625,625,LUCKNOW,P18062113703,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.825,81.028,26.742168273560672,81.49581513377477,23,M,2021,18,6,22,48,52,2
626,626,LUCKNOW,P18062114572,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.848000000000003,81.048,26.24270267775404,81.28887447865804,16,F,2021,18,6,23,56,19,2
627,627,LUCKNOW,P19062100088,C1,PS1,PHONE,Threat In Person,Attack,26.825,81.027,26.559774573890103,81.11688275361595,24,F,2021,19,6,0,12,34,3
628,628,LUCKNOW,P19062104983,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.835,81.024,26.977653017864405,81.34984332484599,32,F,2021,19,6,11,54,28,3
629,629,LUCKNOW,P19062105834,C1,PS1,PHONE,Theft,Other Location,26.833,81.02199999999999,26.742968087013985,81.19999287627228,27,M,2021,19,6,13,6,8,3
630,630,LUCKNOW,P19062108653,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.847,81.028,26.77190648633052,81.09513802242583,8,M,2021,19,6,16,56,50,3
631,631,LUCKNOW,P19062108872,C1,PS1,PHONE,Dispute,Other Dispute,26.847,81.048,26.93428153446682,81.3123180123303,14,F,2021,19,6,17,13,1,3
632,632,LUCKNOW,P19062113344,C1,PS1,PHONE,Threat In Person,Kidnapping,26.845,81.031,26.16517009888554,81.08393342710366,49,F,2021,19,6,21,37,55,3
633,633,LUCKNOW,P19062113381,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.837,81.008,26.206292438808244,81.48232962298755,10,M,2021,19,6,21,39,48,3
634,634,LUCKNOW,P19062113875,C1,PS1,PHONE,Theft,Residential Building,26.839,81.02600000000001,26.91122870512553,81.02265717164238,19,F,2021,19,6,22,5,24,3
635,635,LUCKNOW,P19062114180,C1,PS1,PHONE,Unknown,Unknown,26.839,81.027,26.6402936461043,81.58654175734573,45,F,2021,19,6,22,20,33,3
636,636,LUCKNOW,P20062101932,C1,PS1,PHONE,Theft,Two Wheeler Vehicle,26.836,81.025,26.58026985997428,81.023954417561,42,M,2021,20,6,8,8,19,3
637,637,LUCKNOW,P20062104692,C1,PS1,PHONE,Found Deadbody,Male Dead Body,26.833,81.044,26.69101867808449,81.37101735846841,26,M,2021,20,6,11,35,45,1
638,638,LUCKNOW,P20062107770,C1,PS1,PHONE,Dispute,Dispute With Service Provider Or Vendor,26.842,81.062,26.79777313414226,81.6033167426483,15,F,2021,20,6,15,37,35,3
639,639,LUCKNOW,P20062112136,C1,PS1,PHONE,Threat In Person,Attack,26.835,81.014,26.60662188568732,81.56283082249986,14,M,2021,20,6,20,30,36,3
640,640,LUCKNOW,P21062100237,C1,PS1,PHONE,Dispute,Other Dispute,26.836,81.001,26.38130300990804,81.09163484065465,17,M,2021,21,6,0,22,46,3
641,641,LUCKNOW,P21062104146,C1,PS1,PHONE,Property Disputes,Boundary Dispute,26.835,81.014,26.602793088928305,81.00308512489696,35,F,2021,21,6,10,20,7,3
642,642,LUCKNOW,P21062104218,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.837,81.016,26.661074388151164,81.53682469020858,15,F,2021,21,6,10,25,40,3
643,643,LUCKNOW,P21062104350,C1,PS1,PHONE,Property Disputes,Boundary Dispute,26.834,81.008,26.14153595319266,81.2371070810915,35,M,2021,21,6,10,34,8,3
644,644,LUCKNOW,P21062104680,C1,PS1,PHONE,Found Deadbody,Male Dead Body,26.844,81.01,26.8114788892322,81.18855389344708,47,F,2021,21,6,10,59,5,1
645,645,LUCKNOW,P21062106589,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.835,81.014,26.18379071770203,81.22214285924328,27,M,2021,21,6,13,23,23,3
646,646,LUCKNOW,P21062107229,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.843000000000004,81.024,26.345762546575237,81.44931365698302,12,F,2021,21,6,14,17,38,2
647,647,LUCKNOW,P21062110974,C1,PS1,PHONE,Theft,Residential Building,26.835,81.012,26.83860962423193,81.22785720689414,24,F,2021,21,6,19,8,24,3
648,648,LUCKNOW,P21062115714,C1,PS1,PHONE,Dispute,Other Dispute,26.835,81.002,26.933641315157885,81.5753516980106,33,F,2021,21,6,23,7,25,3
649,649,LUCKNOW,P21062116233,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.84,81.009,26.325962691927955,81.29779549957009,49,M,2021,21,6,23,42,8,3
650,650,LUCKNOW,P22062100915,C1,PS1,PHONE,Illegal Mining,Illegal Mining,26.83,81.046,26.37164446787785,81.14756655278464,44,F,2021,22,6,2,58,52,2
651,651,LUCKNOW,P22062106415,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.834,81.01100000000001,26.83378641297804,81.36962438836692,21,F,2021,22,6,12,52,8,3
652,652,LUCKNOW,P22062108710,C1,PS1,PHONE,Dispute,Dispute With Service Provider Or Vendor,26.839,81.02600000000001,26.72461760380145,81.31971537632484,10,M,2021,22,6,16,12,30,3
653,653,LUCKNOW,P22062108760,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.844,81.048,26.69200909255724,81.38904436241413,17,M,2021,22,6,16,16,53,3
654,654,LUCKNOW,P22062112140,C1,PS1,PHONE,Unclaimed Information,Unclaimed Vehicle,26.821,81.012,26.315171021105307,81.00500129500466,7,F,2021,22,6,20,21,37,3
655,655,LUCKNOW,P22062112613,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.835,81.014,26.6643798616766,81.12995105191447,37,M,2021,22,6,20,48,13,2
656,656,LUCKNOW,P23062100551,C1,PS1,PHONE,Unknown,Unknown,26.839,81.0,26.32586976355918,81.46106257201437,25,M,2021,23,6,1,8,29,3
657,657,LUCKNOW,P23062107793,C1,PS1,PHONE,Encroachment,On Road,26.825,81.02600000000001,26.45271393631463,81.43313494885997,9,F,2021,23,6,15,4,39,3
658,658,LUCKNOW,P23062108020,C1,PS1,PHONE,Threat In Person,Attack,26.837,81.024,26.76841532660098,81.4007764027588,23,M,2021,23,6,15,22,4,3
659,659,LUCKNOW,P23062108208,C1,PS1,TWITTER,Animals Related,Found Injured Animal,26.834,81.01100000000001,26.344513287386228,81.58226830864622,47,F,2021,23,6,15,35,7,3
660,660,LUCKNOW,P23062109677,C1,PS1,PHONE,Missing,Mobile,26.839,81.001,26.28659789552764,81.00349341568322,9,M,2021,23,6,17,30,41,3
661,661,LUCKNOW,P23062111033,C1,PS1,PHONE,Dispute,Between Worker And Boss,26.831,81.008,26.960580912852404,81.65155533535743,47,M,2021,23,6,19,6,2,3
662,662,LUCKNOW,P23062114804,C1,PS1,PHONE,Robbery,Shop,26.837,81.016,26.706626563576425,81.05772658181002,17,M,2021,23,6,22,14,54,2
663,663,LUCKNOW,P23062115999,C1,PS1,PHONE,Theft,Residential Building,26.838,81.014,26.189224899809247,81.26268841162066,38,M,2021,23,6,23,22,0,3
664,664,LUCKNOW,P24062100040,C1,PS1,PHONE,Domestic Violence,Beating Senior Citizen,26.85,81.03399999999999,26.24641776127896,81.02157232434502,21,M,2021,24,6,0,3,11,2
665,665,LUCKNOW,P24062105516,C1,PS1,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.835,81.008,26.880852371246863,81.59067369360393,27,F,2021,24,6,12,1,0,2
666,666,LUCKNOW,P24062110722,C1,PS1,TWITTER,Corona,Gathering Playing In Open,26.836,81.0,26.16463165647036,81.06131329080894,31,F,2021,24,6,18,54,22,3
667,667,LUCKNOW,P24062111463,C1,PS1,PHONE,Threat In Person,Attack,26.827,81.055,26.928779184373585,81.16691557098419,40,F,2021,24,6,19,44,55,3
668,668,LUCKNOW,P24062115468,C1,PS1,PHONE,Threat In Person,Threatening To Kill,26.85,81.03399999999999,26.208398567007876,80.99984963770113,29,F,2021,24,6,23,13,46,3
669,669,LUCKNOW,P25062104099,C1,PS1,PHONE,Dispute,Sewer Dispute,26.84,81.025,26.54157813881207,81.06558235237465,11,M,2021,25,6,10,2,4,3
670,670,LUCKNOW,P25062104528,C1,PS1,PHONE,Domestic Violence,Husband To Beat Wife,26.827,81.044,26.384522631177656,81.13456177653116,45,M,2021,25,6,10,33,54,2
671,671,LUCKNOW,P25062106865,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.823,81.046,26.508241364177238,81.27201789528193,29,F,2021,25,6,13,36,27,3
672,672,LUCKNOW,P25062107183,C1,PS1,PHONE,Dispute,Money Transactions Dispute,26.827,81.046,26.270708760613932,81.61699015367446,43,F,2021,25,6,14,1,53,3
